"","temp","PDR.M.aegy","V3","V4","EFD.M.aegy","V6","V7","e2a.M.aegy","V9","V10","MDR.M.aegy","V12","V13","lf.M.aegy","V15","V16","a.M.aegy","V18","V19","b.M.aegy","V21","V22","c.M.aegy","V24","V25"
"71",12,0.00864681769685302,0,0.0265246305567378,0.130183110861586,0,1.20336115690319,0.000161594771282631,1e-04,1e-04,0.0047350288963353,0,0.0192686626574582,10.2104733580909,0,16.3651311584766,0.00426646693331787,0,0.0351327013297225,0.000729908050020274,0,0,0.0276205960588801,0,0.164624469417694
"72",12.1,0.00895694574273359,0,0.0270302379415993,0.138081703762602,0,1.24511983578536,0.000217220004817839,1e-04,1e-04,0.00504056408206893,0,0.0197532202320893,10.5235434954753,0,16.6442912328758,0.00453638771791666,0,0.0361854996906263,0.000810128898726108,0,0,0.0288827825881268,0,0.167989031363051
"73",12.2,0.00927322271438766,0,0.027553047055489,0.1463517736172,0,1.28005952903658,0.0002996478919516,1e-04,1e-04,0.00536131132423636,0,0.0202633193357287,10.8356705314797,0,16.8947941315659,0.00482314415321623,0,0.0372215068298026,0.000897470714020667,0,0.00188907405518603,0.0302007341273152,0,0.171370335563453
"74",12.3,0.00959567306784785,0,0.0280468014187417,0.155060128895308,0,1.32035135631241,0.000425343561747774,1e-04,1e-04,0.00569691345336533,0,0.0207808216726145,11.147335328476,0,17.1290248041439,0.00512501133868868,0,0.0383700544744292,0.000993040131325158,0,0.00530115631688311,0.0315672031161357,0,0.174725916636739
"75",12.4,0.00992458310151281,0,0.0285509234709539,0.164237621352164,0,1.36147764677427,0.000637583409351843,1e-04,1e-04,0.0060470448871853,0,0.0213121727198274,11.4585648919935,0,17.381420670181,0.00544372774240201,0,0.0395266708869307,0.00109734958317355,0,0.00899006758466193,0.0329839323989681,0,0.178099941245628
"76",12.5,0.0102602747488127,0,0.0290648712624785,0.173827362683598,0,1.39763910464652,0.000920107070592115,1e-04,0.000103218191997151,0.00641143937828182,0,0.0218346450304074,11.7688882614394,0.0238273742387033,17.6350606792192,0.005781652032169,0,0.0406344196608425,0.00120989488235312,0,0.0125959776307604,0.0344524461966427,0,0.181437504336184
"77",12.6,0.0106021130561126,0,0.0295800625868634,0.183918328563507,0,1.43246284418309,0.00133516315488378,1e-04,0.0134912966588133,0.0067903771928729,0,0.0223668605517583,12.0780085666733,0.551448813532494,17.9016237767783,0.0061384238082929,0,0.0416894374105744,0.00133019631158547,0,0.0161715803860985,0.0359796436435098,0,0.184560714181989
"78",12.7,0.0109500367993592,0,0.0300986832122808,0.194487930572324,0,1.46876831829749,0.00195440173032693,1e-04,0.0278664382336795,0.00718361142262263,0,0.0228911477572943,12.3859124502979,1.07176681546363,18.1558801855754,0.00651470018139141,0,0.0427652255119754,0.00146058365674617,0,0.0197436565946653,0.0375657570193023,0,0.187701738855515
"79",12.8,0.0113036153796673,0,0.0306267445153407,0.205522779389664,0,1.50892312944585,0.00283758535944121,1e-04,0.0412778334253276,0.00759254070646913,0,0.0234459732127811,12.6923436666135,1.52150393615668,18.417911475277,0.00691226002263132,0,0.0439621386874215,0.00160554864995913,0,0.0232637463646294,0.0392192372494749,0,0.19132178916283
"80",12.9,0.0116625515003786,0,0.0311812894379132,0.217046829181391,0,1.5491112075239,0.00403679015510388,1e-04,0.054407239213193,0.00801624724272539,0,0.0240047101971191,12.9972910730058,2.02989625432267,18.6643893743183,0.00733224560905666,0,0.0452088800081751,0.00176872091813747,0,0.0267786056546499,0.0409390022757063,0,0.195152645639795
"81",13,0.0120271601774335,0,0.0317309166176227,0.229070110463837,0,1.58550896970302,0.00565449139163458,1e-04,0.0678090663234691,0.0084544814206433,0,0.024548333042251,13.3000890588429,2.47485816955867,18.9188459257434,0.00777325318272954,0,0.0463618244275328,0.00194696385277148,0,0.0303301503500764,0.0427194409476423,0,0.198638058037088
"82",13.1,0.0123973329647507,0,0.0323281281721992,0.2416773705725,0,1.6302478383602,0.00785509452315616,1e-04,0.0810890154839139,0.00890723183211345,0,0.0250767290084792,13.6009338339621,2.92239327975473,19.1636945005945,0.00823638634775936,0,0.0474426241513494,0.00213877744982738,0,0.0340300601338389,0.0445553964005892,0,0.202121178925111
"83",13.2,0.0127742149647962,0,0.0328888011132801,0.254818475538067,0,1.6737188112446,0.0107160424924125,1e-04,0.0942743689951697,0.00937441198450307,0,0.0256405058198297,13.899719558945,3.3837910213087,19.4070293136481,0.00872582531089404,0,0.0485677026320836,0.00234381001065289,0,0.0380346504946309,0.0464600863925258,0,0.205456644928794
"84",13.3,0.0131578965745515,0,0.0334530396965753,0.268487248486263,0,1.71765739199396,0.0143114949717919,1e-04,0.107496267381124,0.00985596792658879,0,0.0261981784427575,14.1963854324815,3.82345873799004,19.647818470837,0.00924249183208709,0,0.0497645732631123,0.00256505439321281,0,0.041907698202342,0.048421921753866,0,0.209393686318065
"85",13.4,0.0135483299412498,0,0.0339911993081216,0.282745791126194,0,1.75627337505442,0.018761101758827,1e-04,0.120131228709168,0.0103517425426718,0,0.0267623218125142,14.4911734446087,4.3191143700779,19.8744194746773,0.00978664428763179,0,0.0509702889417032,0.00280261553734445,0,0.0457359959899069,0.0504471040348868,0,0.213080458829621
"86",13.5,0.0139463666994785,0,0.0346007257964935,0.297687543017259,0,1.79842537460955,0.0242367740865062,1e-04,0.132881024552145,0.0108607074015394,0,0.0273241476071712,14.7838845168955,4.76662891825879,20.1189410316876,0.0103586455278611,0,0.0521324886178648,0.00306156265828965,0,0.0499763363834659,0.052545711537841,0,0.216553611410528
"87",13.6,0.0143516520278898,0,0.0351696888707611,0.313307732059366,0,1.84274337912164,0.0307930692989518,1e-04,0.145537958709758,0.0113830457742645,0,0.0279231502891794,15.0742530637848,5.22729053365581,20.3550697503419,0.0109580206885959,0,0.0532436209074263,0.00334505752195068,0,0.0541964365553121,0.0547084925055192,0,0.220524311760714
"88",13.7,0.0147640525454495,0,0.0357186158902122,0.329661896871805,0,1.88071850136603,0.0384450364190247,1e-04,0.158251489975951,0.0119185357517843,0,0.0285088585537016,15.3620824401361,5.67719099020265,20.6036983734767,0.0115880965331762,0,0.0544480576806866,0.00365480505850061,0,0.0582142447553108,0.0569299180908877,0,0.223559704200803
"89",13.8,0.0151835373247946,0,0.0362652424159856,0.346671583191905,0,1.92469106342533,0.0472594491761464,1e-04,0.170618295371395,0.0124663329259415,0,0.0290405551513691,15.6476230313529,6.12331868592699,20.8347230221252,0.0122487250882182,0,0.0556129745484931,0.00398942222802015,0,0.0623709235586951,0.059214089210792,0,0.227565986909953
"90",13.9,0.0156104013458578,0,0.0368652439106227,0.3644006920209,0,1.9755459318303,0.0571790318894615,1e-04,0.183418268625897,0.0130255201016052,0,0.0296361690723673,15.930446195831,6.56217078991398,21.0626731374499,0.0129403619070999,0,0.056871317571121,0.00435122827520134,0,0.0665494980880168,0.0615637943849783,0,0.231434693361955
"91",14,0.0160454597206524,0,0.0374370261559165,0.382876761141802,0,2.02676870482139,0.0681266927296744,1e-04,0.195850471877174,0.0135956517720786,0,0.0302315977588976,16.2105210526972,6.99927702649046,21.2863136308878,0.0136659591244856,0,0.0581043416342191,0.00474200287484773,0,0.0708376208386906,0.0639875885607893,0,0.235496230003949
